word1,word2,weight,weight_alpha,weight_beta,curvature
general,spacetime,3,3,0,-0.952381
general,inhabit,3,3,0,-0.857143
inhabit,relativity,3,3,0,-0.909091
coordinate,general,3,3,0,-0.882353
coordinate,relativity,3,3,0,-0.785714
relativity,speed,3,3,0,-0.96
coordinate,light,3,3,0,-0.757576
speed,vary,3,3,0,-0.941176
light,vary,3,3,0,-0.851852
depending,light,3,3,0,-0.870968
depending,vary,3,3,0,-0.6
choice,vary,3,3,0,-0.857143
choice,depending,3,3,0,-0.666667
coordinate,depending,3,3,0,-0.75
choice,coordinate,3,3,0,-0.7
choice,system,3,3,0,-0.929825
coordinate,system,3,3,0,-0.927273
coordinate,metric,3,3,0,-0.6
metric,system,3,3,0,-0.894737
system,tensor,3,3,0,-0.960784
metric,tensor,3,3,0,-0.75
introduces,metric,3,3,0,-0.888889
introduces,tensor,3,3,0,-0.666667
position-dependent,tensor,3,3,0,-0.75
introduces,position-dependent,3,3,0,-0.6
factors,introduces,3,3,0,-0.992
factors,position-dependent,3,3,0,-0.98374
position-dependent,wave,3,3,0,-0.866667
factors,wave,3,3,0,-0.984314
equation,factors,3,3,0,-0.992218
invariance,wave,3,3,0,-0.843137
equation,holds,3,3,0,-0.992218
holds,invariance,3,3,0,-0.978723
invariance,locally,3,3,0,-0.952381
holds,locally,3,3,0,-0.98374
freely,holds,3,3,0,-0.99187
freely,locally,3,3,0,-0.333333
falling,locally,3,3,0,-0.666667
falling,freely,3,3,0,-0.333333
frames,freely,3,3,0,-0.909091
falling,frames,3,3,0,-0.818182
falling,globally,3,3,0,-0.666667
frames,globally,3,3,0,-0.818182
curved,frames,3,3,0,-0.953488
curved,globally,3,3,0,-0.851852
globally,spacetime,3,3,0,-0.9
curved,represents,3,3,0,-0.953488
represents,spacetime,3,3,0,-0.888889
significant,spacetime,3,3,0,-0.928571
represents,significant,3,3,0,-0.866667
boundary,represents,3,3,0,-0.989286
boundary,significant,3,3,0,-0.992754
condition,significant,3,3,0,-0.971014
boundary,claim,3,3,0,-0.917761
claim,condition,3,3,0,-0.984227
condition,routinely,3,3,0,-0.967213
claim,routinely,3,3,0,-0.996702
claim,omitted,3,3,0,-0.998351
omitted,routinely,3,3,0,-0.333333
popular,routinely,3,3,0,-0.666667
omitted,popular,3,3,0,-0.333333
omitted,presentations,3,3,0,-0.99187
popular,presentations,3,3,0,-0.98374
furthermore,popular,3,3,0,-0.666667
furthermore,presentations,3,3,0,-0.98374
presentations,quantum,3,3,0,-0.993485
furthermore,quantum,3,3,0,-0.940299
field,furthermore,3,3,0,-0.923077
field,predicts,3,3,0,-0.882353
predicts,theory,3,3,0,-0.935484
predicts,quantum,3,3,0,-0.893333
predicts,vacuum,3,3,0,-0.925926
quantum,truly,3,3,0,-0.970149
truly,vacuum,3,3,0,-0.913043
empty,vacuum,3,3,0,-0.956522
empty,truly,3,3,0,-0.333333
truly,virtual,3,3,0,-0.75
empty,virtual,3,3,0,-0.5
empty,particle,3,3,0,-0.948718
pairs,virtual,3,3,0,-0.75
pairs,particle,3,3,0,-0.897436
arise,particle,3,3,0,-0.948718
arise,pairs,3,3,0,-0.333333
annihilate,pairs,3,3,0,-0.666667
annihilate,arise,3,3,0,-0.333333
arise,continuously,3,3,0,-0.666667
annihilate,continuously,3,3,0,-0.333333
annihilate,due,3,3,0,-0.8
continuously,due,3,3,0,-0.6
continuously,uncertainty,3,3,0,-0.714286
due,uncertainty,3,3,0,-0.636364
due,principle,3,3,0,-0.956522
principle,uncertainty,3,3,0,-0.906977
leading,uncertainty,3,3,0,-0.957447
leading,principle,3,3,0,-0.926829
principle,proposals,3,3,0,-0.952381
leading,proposals,3,3,0,-0.913043
leading,vacuum,3,3,0,-0.953488
proposals,vacuum,3,3,0,-0.913043
proposals,refractive,3,3,0,-0.846154
refractive,vacuum,3,3,0,-0.886792
index,vacuum,3,3,0,-0.924528
refractive,slightly,3,3,0,-0.846154
index,slightly,3,3,0,-0.692308
exactly,index,3,3,0,-0.846154
exactly,slightly,3,3,0,-0.333333
cause,slightly,3,3,0,-0.8
cause,exactly,3,3,0,-0.6
exactly,photons,3,3,0,-0.666667
cause,photons,3,3,0,-0.6
cause,travel,3,3,0,-0.857143
photons,travel,3,3,0,-0.6
photons,speed,3,3,0,-0.941176
speed,travel,3,3,0,-0.842105
marginally,travel,3,3,0,-0.8
marginally,speed,3,3,0,-0.882353
below,speed,3,3,0,-0.941176
below,marginally,3,3,0,-0.333333
casimir,marginally,3,3,0,-0.714286
below,casimir,3,3,0,-0.428571
below,effect,3,3,0,-0.9375
casimir,demonstrates,3,3,0,-0.925926
demonstrates,effect,3,3,0,-0.884615
demonstrates,vacuum,3,3,0,-0.909091
energy,quantum,3,3,0,-0.964602
energy,vacuum,3,3,0,-0.956522
real,vacuum,3,3,0,-0.92
energy,real,3,3,0,-0.928571
energy,measurable,3,3,0,-0.913043
measurable,real,3,3,0,-0.92
produces,real,3,3,0,-0.933333
force,measurable,3,3,0,-0.956522
force,produces,3,3,0,-0.846154
closely,produces,3,3,0,-0.923077
closely,force,3,3,0,-0.333333
force,spaced,3,3,0,-0.666667
closely,spaced,3,3,0,-0.333333
closely,conducting,3,3,0,-0.666667
conducting,spaced,3,3,0,-0.333333
plates,spaced,3,3,0,-0.666667
conducting,plates,3,3,0,-0.333333
conducting,suggesting,3,3,0,-0.666667
plates,suggesting,3,3,0,-0.333333
plates,vacuum,3,3,0,-0.956522
suggesting,vacuum,3,3,0,-0.913043
non-trivial,suggesting,3,3,0,-0.99187
non-trivial,vacuum,3,3,0,-0.979021
structure,vacuum,3,3,0,-0.978947
non-trivial,structure,3,3,0,-0.972881
non-trivial,principle,3,3,0,-0.985816
principle,structure,3,3,0,-0.89011
affect,structure,3,3,0,-0.963636
affect,principle,3,3,0,-0.904762
electromagnetic,principle,3,3,0,-0.958333
affect,electromagnetic,3,3,0,-0.666667
affect,propagation,3,3,0,-0.894737
electromagnetic,though,3,3,0,-0.875
propagation,though,3,3,0,-0.826087
experiments,propagation,3,3,0,-0.953488
experiments,though,3,3,0,-0.882353
found,though,3,3,0,-0.888889
experiments,found,3,3,0,-0.894737
deviation,experiments,3,3,0,-0.941176
deviation,found,3,3,0,-0.777778
current,found,3,3,0,-0.947368
current,deviation,3,3,0,-0.882353
deviation,measurement,3,3,0,-0.933333
current,measurement,3,3,0,-0.92
current,precision,3,3,0,-0.952381
measurement,precision,3,3,0,-0.894737
high,measurement,3,3,0,-0.952381
photon,precision,3,3,0,-0.894737
high,photon,3,3,0,-0.826087
energies,high,3,3,0,-0.909091
energies,photon,3,3,0,-0.428571
approaching,photon,3,3,0,-0.714286
approaching,energies,3,3,0,-0.333333
energies,planck,3,3,0,-0.833333
approaching,planck,3,3,0,-0.666667
approaching,scale,3,3,0,-0.818182
planck,quantum,3,3,0,-0.972603
quantum,scale,3,3,0,-0.944444
gravity,scale,3,3,0,-0.92
effects,quantum,3,3,0,-0.946667
effects,gravity,3,3,0,-0.857143
gravity,modify,3,3,0,-0.9
effects,modify,3,3,0,-0.714286
dispersion,effects,3,3,0,-0.866667
dispersion,modify,3,3,0,-0.428571
modify,relation,3,3,0,-0.714286
dispersion,introduce,3,3,0,-0.714286
introduce,relation,3,3,0,-0.428571
energy-dependent,relation,3,3,0,-0.75
energy-dependent,introduce,3,3,0,-0.428571
introduce,propagation,3,3,0,-0.894737
energy-dependent,propagation,3,3,0,-0.8
energy-dependent,speed,3,3,0,-0.885714
propagation,result,3,3,0,-0.95
result,speed,3,3,0,-0.927273
speed,violation,3,3,0,-0.958333
result,violation,3,3,0,-0.902439
result,strict,3,3,0,-0.925926
strict,violation,3,3,0,-0.8
lorentz,strict,3,3,0,-0.818182
invariance,strict,3,3,0,-0.952381
actively,lorentz,3,3,0,-0.909091
actively,invariance,3,3,0,-0.904762
invariance,searched,3,3,0,-0.952381
actively,searched,3,3,0,-0.333333
actively,gamma-ray,3,3,0,-0.714286
gamma-ray,searched,3,3,0,-0.428571
burst,searched,3,3,0,-0.714286
gamma-ray,timing,3,3,0,-0.714286
burst,timing,3,3,0,-0.428571
burst,experiments,3,3,0,-0.935484
experiments,timing,3,3,0,-0.866667
claim,timing,3,3,0,-0.998351
claim,experiments,3,3,0,-0.99515
experiments,robustly,3,3,0,-0.866667
claim,robustly,3,3,0,-0.996702
claim,confirmed,3,3,0,-0.996735
confirmed,robustly,3,3,0,-0.666667
domain,robustly,3,3,0,-0.991903
confirmed,domain,3,3,0,-0.984556
confirmed,identifying,3,3,0,-0.888889
domain,identifying,3,3,0,-0.983806
boundary,domain,3,3,0,-0.69172
boundary,identifying,3,3,0,-0.992647
conditions,identifying,3,3,0,-0.992352
boundary,reveals,3,3,0,-0.993377
conditions,reveals,3,3,0,-0.989708
conditions,unconditional,3,3,0,-0.992352
reveals,unconditional,3,3,0,-0.939394
reveals,universal,3,3,0,-0.945205
unconditional,universal,3,3,0,-0.692308
truth,unconditional,3,3,0,-0.5
truth,universal,3,3,0,-0.818182
invariance,serves,3,3,0,-0.956522
serves,vacuum,3,3,0,-0.92
fundamental,vacuum,3,3,0,-0.931034
fundamental,serves,3,3,0,-0.727273
convergence,serves,3,3,0,-0.818182
convergence,fundamental,3,3,0,-0.866667
fundamental,point,3,3,0,-0.846154
convergence,point,3,3,0,-0.692308
convergence,multiple,3,3,0,-0.992958
multiple,point,3,3,0,-0.985714
point,theoretical,3,3,0,-0.992366
multiple,theoretical,3,3,0,-0.992308
frameworks,multiple,3,3,0,-0.987952
frameworks,theoretical,3,3,0,-0.987261
special,theoretical,3,3,0,-0.992308
frameworks,special,3,3,0,-0.944444
frameworks,relativity,3,3,0,-0.97561
defines,special,3,3,0,-0.666667
defines,relativity,3,3,0,-0.727273
causal,relativity,3,3,0,-0.985075
causal,defines,3,3,0,-0.984127
defines,structure,3,3,0,-0.890909
causal,spacetime,3,3,0,-0.992481
spacetime,structure,3,3,0,-0.913043
itself,structure,3,3,0,-0.971014
itself,spacetime,3,3,0,-0.882353
determining,spacetime,3,3,0,-0.9
determining,itself,3,3,0,-0.8
itself,lightcone,3,3,0,-0.904762
determining,lightcone,3,3,0,-0.428571
determining,separates,3,3,0,-0.666667
lightcone,separates,3,3,0,-0.428571
lightcone,regions,3,3,0,-0.904762
regions,separates,3,3,0,-0.8
separates,spacelike,3,3,0,-0.833333
regions,spacelike,3,3,0,-0.846154
regions,timelike,3,3,0,-0.904762
spacelike,timelike,3,3,0,-0.538462
separation,timelike,3,3,0,-0.5
thereby,timelike,3,3,0,-0.957447
separation,thereby,3,3,0,-0.914894
establishing,separation,3,3,0,-0.818182
boundary,thereby,3,3,0,-0.986301
boundary,establishing,3,3,0,-0.992701
causally,establishing,3,3,0,-0.984252
boundary,causally,3,3,0,-0.992386
boundary,connected,3,3,0,-0.99635
causally,causally,3,3,0,0.0
connected,disconnected,3,3,0,-0.8
causally,disconnected,3,3,0,-0.976
causally,events,3,3,0,-0.984
disconnected,events,3,3,0,-0.333333
disconnected,grounding,3,3,0,-0.666667
events,grounding,3,3,0,-0.333333
entire,events,3,3,0,-0.8
entire,grounding,3,3,0,-0.6
concept,grounding,3,3,0,-0.92
concept,entire,3,3,0,-0.862069
entire,relativistic,3,3,0,-0.913043
concept,relativistic,3,3,0,-0.894737
causality,concept,3,3,0,-0.945946
causality,relativistic,3,3,0,-0.741935
causality,structural,3,3,0,-0.866667
causality,role,3,3,0,-0.888889
role,structural,3,3,0,-0.878788
connects,structural,3,3,0,-0.986667
connects,role,3,3,0,-0.985348
information,role,3,3,0,-0.966667
information,represents,3,3,0,-0.868421
represents,theory,3,3,0,-0.914286
maximum,theory,3,3,0,-0.896552
rate,represents,3,3,0,-0.833333
maximum,rate,3,3,0,-0.75
information,maximum,3,3,0,-0.875
information,rate,3,3,0,-0.864865
propagate,rate,3,3,0,-0.9
information,propagate,3,3,0,-0.933333
information,leads,3,3,0,-0.983333
leads,propagate,3,3,0,-0.986928
conclusion,propagate,3,3,0,-0.909091
leads,signal,3,3,0,-0.993865
conclusion,signal,3,3,0,-0.904762
conclusion,exceed,3,3,0,-0.923077
exceed,signal,3,3,0,-0.866667
bound,signal,3,3,0,-0.941176
bound,exceed,3,3,0,-0.666667
exceed,violating,3,3,0,-0.8
bound,violating,3,3,0,-0.714286
bound,causality,3,3,0,-0.846154
causality,violating,3,3,0,-0.777778
thereby,violating,3,3,0,-0.956522
causality,thereby,3,3,0,-0.931034
causality,linking,3,3,0,-0.923077
kinematic,thereby,3,3,0,-0.96
kinematic,linking,3,3,0,-0.777778
linking,properties,3,3,0,-0.857143
kinematic,properties,3,3,0,-0.6
kinematic,spacetime,3,3,0,-0.916667
properties,spacetime,3,3,0,-0.8
logical,properties,3,3,0,-0.959184
logical,spacetime,3,3,0,-0.904762
constraints,spacetime,3,3,0,-0.992308
constraints,logical,3,3,0,-0.979239
communication,logical,3,3,0,-0.929825
communication,constraints,3,3,0,-0.984252
computation,constraints,3,3,0,-0.984556
communication,computation,3,3,0,-0.777778
communication,quantum,3,3,0,-0.92
computation,field,3,3,0,-0.897436
field,invariance,3,3,0,-0.903226
invariance,theory,3,3,0,-0.933333
connected,theory,3,3,0,-0.931034
connected,invariance,3,3,0,-0.869565
connected,requirement,3,3,0,-0.714286
connected,field,3,3,0,-0.8
field,requirement,3,3,0,-0.733333
operators,requirement,3,3,0,-0.8
field,operators,3,3,0,-0.846154
commute,field,3,3,0,-0.923077
commute,operators,3,3,0,-0.333333
operators,spacelike,3,3,0,-0.833333
commute,spacelike,3,3,0,-0.666667
commute,separations,3,3,0,-0.666667
separations,spacelike,3,3,0,-0.666667
spacelike,superluminal,3,3,0,-0.833333
separations,superluminal,3,3,0,-0.333333
separations,signaling,3,3,0,-0.666667
signaling,superluminal,3,3,0,-0.333333
achievable,superluminal,3,3,0,-0.666667
achievable,signaling,3,3,0,-0.333333
quantum,signaling,3,3,0,-0.970149
achievable,quantum,3,3,0,-0.940299
achievable,measurement,3,3,0,-0.923077
measurement,quantum,3,3,0,-0.885057
measurement,violate,3,3,0,-0.882353
causality,measurement,3,3,0,-0.894737
causality,violate,3,3,0,-0.769231
causality,predictions,3,3,0,-0.923077
predictions,quantum,3,3,0,-0.946667
frame-dependent,quantum,3,3,0,-0.943662
frame-dependent,predictions,3,3,0,-0.777778
lorentz,predictions,3,3,0,-0.933333
frame-dependent,lorentz,3,3,0,-0.846154
frame-dependent,invariance,3,3,0,-0.956522
lorentz,structural,3,3,0,-0.959184
invariance,structural,3,3,0,-0.913043
requirement,structural,3,3,0,-0.891892
relativistic,requirement,3,3,0,-0.826087
quantum,requirement,3,3,0,-0.943662
merely,quantum,3,3,0,-0.943662
mechanics,merely,3,3,0,-0.857143
experimental,mechanics,3,3,0,-0.957447
experimental,merely,3,3,0,-0.878788
input,merely,3,3,0,-0.857143
experimental,input,3,3,0,-0.878788
experimental,invariance,3,3,0,-0.938462
input,invariance,3,3,0,-0.913043
further,input,3,3,0,-0.933333
further,invariance,3,3,0,-0.903226
connects,invariance,3,3,0,-0.97411
connects,further,3,3,0,-0.979522
fine-structure,further,3,3,0,-0.923077
connects,fine-structure,3,3,0,-0.985348
fine-structure,physics,3,3,0,-0.904762
appears,fine-structure,3,3,0,-0.846154
appears,physics,3,3,0,-0.918367
fine,physics,3,3,0,-0.954545
appears,fine,3,3,0,-0.733333
appears,structure,3,3,0,-0.967742
alpha,structure,3,3,0,-0.964286
alpha,constant,3,3,0,-0.851852
constant,equals,3,3,0,-0.904762
alpha,equals,3,3,0,-0.826087
alpha,squared,3,3,0,-0.714286
equals,squared,3,3,0,-0.818182
divided,squared,3,3,0,-0.714286
epsilon_zero,squared,3,3,0,-0.857143
divided,epsilon_zero,3,3,0,-0.545455
divided,hbar,3,3,0,-0.666667
epsilon_zero,hbar,3,3,0,-0.666667
controls,epsilon_zero,3,3,0,-0.888889
controls,hbar,3,3,0,-0.714286
atomic,hbar,3,3,0,-0.925926
atomic,controls,3,3,0,-0.851852
controls,energy,3,3,0,-0.928571
atomic,energy,3,3,0,-0.913043
atomic,levels,3,3,0,-0.925926
energy,levels,3,3,0,-0.928571
chemical,energy,3,3,0,-0.939394
chemical,levels,3,3,0,-0.833333
bonding,levels,3,3,0,-0.8
bonding,chemical,3,3,0,-0.8
chemical,strengths,3,3,0,-0.9
bonding,strengths,3,3,0,-0.333333
bonding,stellar,3,3,0,-0.964286
stellar,strengths,3,3,0,-0.928571
nuclear,strengths,3,3,0,-0.909091
nuclear,stellar,3,3,0,-0.888889
reaction,stellar,3,3,0,-0.967213
nuclear,reaction,3,3,0,-0.851852
nuclear,rates,3,3,0,-0.933333
rates,reaction,3,3,0,-0.789474
leading,reaction,3,3,0,-0.960784
leading,rates,3,3,0,-0.925926
conclusion,rates,3,3,0,-0.933333
leading,value,3,3,0,-0.956522
conclusion,value,3,3,0,-0.818182
conclusion,produce,3,3,0,-0.909091
produce,value,3,3,0,-0.333333
universe,value,3,3,0,-0.963636
produce,universe,3,3,0,-0.927273
produce,radically,3,3,0,-0.666667
radically,universe,3,3,0,-0.927273
chemistry,universe,3,3,0,-0.938462
chemistry,radically,3,3,0,-0.75
biology,radically,3,3,0,-0.8
biology,chemistry,3,3,0,-0.8
chemistry,cross-domain,3,3,0,-0.948718
biology,cross-domain,3,3,0,-0.818182
biology,convergence,3,3,0,-0.818182
cross-domain,suggests,3,3,0,-0.853659
convergence,suggests,3,3,0,-0.866667
arbitrary,convergence,3,3,0,-0.818182
arbitrary,suggests,3,3,0,-0.818182
empirical,suggests,3,3,0,-0.98773
arbitrary,empirical,3,3,0,-0.987421
arbitrary,parameter,3,3,0,-0.923077
empirical,parameter,3,3,0,-0.969697
deep,empirical,3,3,0,-0.993631
deep,parameter,3,3,0,-0.818182
parameter,structural,3,3,0,-0.959184
deep,structural,3,3,0,-0.878788
deep,feature,3,3,0,-0.8
feature,structural,3,3,0,-0.891892
physical,structural,3,3,0,-0.959184
feature,physical,3,3,0,-0.846154
feature,world,3,3,0,-0.8
physical,world,3,3,0,-0.818182
physical,whose,3,3,0,-0.866667
whose,world,3,3,0,-0.714286
constancy,world,3,3,0,-0.8
constancy,whose,3,3,0,-0.777778
whose,woven,3,3,0,-0.857143
constancy,woven,3,3,0,-0.6
causality,constancy,3,3,0,-0.909091
causality,woven,3,3,0,-0.777778
electromagnetism,woven,3,3,0,-0.666667
causality,electromagnetism,3,3,0,-0.777778
electromagnetism,quantum,3,3,0,-0.940299
electromagnetism,mechanics,3,3,0,-0.916667
chemistry,quantum,3,3,0,-0.948052
chemistry,mechanics,3,3,0,-0.882353
life,mechanics,3,3,0,-0.9375
chemistry,life,3,3,0,-0.75
chemistry,simultaneously,3,3,0,-0.909091
life,simultaneously,3,3,0,-0.9
equations,maxwell,3,0,3,-1.0
permittivity,vacuum,3,0,3,-0.914894
minkowski,spacetime,3,0,3,-1.0
covariance,lorentz,3,0,3,-1.0
kinematics,relativistic,3,0,3,-1.0
1sqrtepsilon_zero,mu_zero,3,0,3,-1.0
coordinate,invariance,3,0,3,-0.916667
electromagnetic,field,3,0,3,-0.875
electromagnetic,tensor,3,0,3,-0.857143
field,tensor,3,0,3,-0.928571
gauge,invariance,3,0,3,-1.0
interval,timelike,3,0,3,-0.6
interval,spacelike,3,0,3,-0.8
group,symmetry,3,0,3,-1.0
postulate,special,3,0,3,-0.857143
postulate,relativity,3,0,3,-0.916667
proper,time,3,0,3,-1.0
gps,relativistic,3,0,3,-0.904762
correction,gps,3,0,3,-0.75
correction,relativistic,3,0,3,-0.789474
lifetime,muon,3,0,3,0.0
accelerator,particle,3,0,3,-1.0
radiation,synchrotron,3,0,3,-1.0
compton,scattering,3,0,3,-1.0
cherenkov,radiation,3,0,3,-1.0
femtosecond,laser,3,0,3,0.0
clock,optical,3,0,3,-1.0
measurement,nist,3,0,3,-1.0
bipm,standard,3,0,3,-1.0
line,spectral,3,0,3,-1.0
aberration,light,3,0,3,-1.0
doppler,shift,3,0,3,0.0
experiment,fizeau,3,0,3,-1.0
foucault,method,3,0,3,0.0
interferometer,modern,3,0,3,-1.0
photon,propagation,3,0,3,-1.0
measurement,vacuum,3,0,3,-0.909091
measurement,speed,3,0,3,-0.962963
frame,non-inertial,3,0,3,-0.935484
field,gravitational,3,0,3,-1.0
general,metric,3,0,3,-0.888889
metric,relativity,3,0,3,-0.866667
effective,refractive,3,0,3,-0.818182
effective,index,3,0,3,-0.818182
pair,virtual,3,0,3,-0.666667
pair,particle,3,0,3,-0.945946
cpt,violation,3,0,3,-1.0
photon-photon,scattering,3,0,3,-1.0
ether,hypothesis,3,0,3,-1.0
field,tachyonic,3,0,3,-1.0
birefringent,vacuum,3,0,3,-1.0
energy-dependent,velocity,3,0,3,-0.882353
polarization,vacuum,3,0,3,-1.0
sitter,space,3,0,3,-1.0
constant,cosmological,3,0,3,-0.939394
gravitational,lensing,3,0,3,-1.0
causal,ordering,3,0,3,-1.0
boundary,information,3,0,3,-0.983278
geometry,lightcone,3,0,3,-1.0
commutativity,quantum,3,0,3,-0.969231
commutativity,field,3,0,3,-0.916667
anthropic,constraint,3,0,3,-1.0
nuclear,physics,3,0,3,-0.896552
coupling,nuclear,3,0,3,-0.909091
coupling,physics,3,0,3,-0.952381
fusion,stellar,3,0,3,-0.903226
rate,stellar,3,0,3,-0.971429
fusion,rate,3,0,3,-0.923077
field,operator,3,0,3,-0.916667
algebra,field,3,0,3,-0.916667
algebra,operator,3,0,3,0.0
cauchy,surface,3,0,3,0.0
diagram,penrose,3,0,3,-1.0
boundary,conformal,3,0,3,-1.0
black,horizon,3,0,3,-0.933333
hole,horizon,3,0,3,-0.92
hawking,radiation,3,0,3,-1.0
entanglement,speed,3,0,3,-1.0
bell,inequality,3,0,3,-1.0
error,quantum,3,0,3,-0.969697
correction,quantum,3,0,3,-0.940299
correction,error,3,0,3,-0.6
cosmological,horizon,3,0,3,-1.0
broglie,wavelength,3,0,3,0.0
duality,wave-particle,3,0,3,0.0
disambiguation,requires,3,3,0,-0.996234
careful,disambiguation,3,3,0,-0.984252
careful,working,3,3,0,-0.993506
disambiguation,working,3,3,0,-0.933333
disambiguation,memory,3,3,0,-0.946667
short-term,working,3,3,0,-0.934426
memory,memory,3,3,0,0.0
frequently,short-term,3,3,0,-0.714286
frequently,memory,3,3,0,-0.92
conflated,memory,3,3,0,-0.946667
conflated,frequently,3,3,0,-0.333333
frequently,leads,3,3,0,-0.993464
conflated,leads,3,3,0,-0.986928
conflated,systematic,3,3,0,-0.714286
leads,systematic,3,3,0,-0.986971
leads,misinterpretation,3,3,0,-0.993464
misinterpretation,systematic,3,3,0,-0.428571
millers,systematic,3,3,0,-0.913043
millers,misinterpretation,3,3,0,-0.818182
1956,misinterpretation,3,3,0,-0.818182
findings,millers,3,3,0,-0.846154
1956,findings,3,3,0,-0.733333
1956,overgeneralization,3,3,0,-0.818182
findings,overgeneralization,3,3,0,-0.6
capacity,findings,3,3,0,-0.92
capacity,overgeneralization,3,3,0,-0.958333
estimate,overgeneralization,3,3,0,-0.962963
claim,millers,3,3,0,-0.996745
claim,original,3,3,0,-0.996724
designated,original,3,3,0,-0.857143
claim,designated,3,3,0,-0.996702
chunk,claim,3,3,0,-0.996735
chunk,designated,3,3,0,-0.777778
designated,unit,3,3,0,-0.866667
analysis,chunk,3,3,0,-0.992248
analysis,unit,3,3,0,-0.984314
necessarily,unit,3,3,0,-0.885714
analysis,necessarily,3,3,0,-0.977444
analysis,distinct,3,3,0,-0.99187
distinct,necessarily,3,3,0,-0.846154
necessarily,raw,3,3,0,-0.846154
distinct,raw,3,3,0,-0.333333
distinct,informational,3,3,0,-0.666667
informational,raw,3,3,0,-0.333333
raw,unit,3,3,0,-0.733333
informational,unit,3,3,0,-0.733333
chunk,informational,3,3,0,-0.888889
integrates,unit,3,3,0,-0.866667
chunk,integrates,3,3,0,-0.777778
chunk,multiple,3,3,0,-0.985915
integrates,multiple,3,3,0,-0.985294
integrates,lower-level,3,3,0,-0.666667
lower-level,multiple,3,3,0,-0.985294
elements,multiple,3,3,0,-0.992958
elements,lower-level,3,3,0,-0.777778
lower-level,single,3,3,0,-0.857143
elements,single,3,3,0,-0.846154
elements,retrievable,3,3,0,-0.888889
retrievable,single,3,3,0,-0.714286
single,token,3,3,0,-0.857143
retrievable,token,3,3,0,-0.333333
binding,retrievable,3,3,0,-0.8
binding,token,3,3,0,-0.6
process,token,3,3,0,-0.9
binding,process,3,3,0,-0.833333
binding,capacity,3,3,0,-0.98
capacity,process,3,3,0,-0.945455
limit,process,3,3,0,-0.928571
capacity,depends,3,3,0,-0.980769
depends,limit,3,3,0,-0.92
critically,limit,3,3,0,-0.952381
critically,depends,3,3,0,-0.714286
cognitive,depends,3,3,0,-0.95
cognitive,critically,3,3,0,-0.875
critically,system,3,3,0,-0.959184
cognitive,system,3,3,0,-0.893333
cognitive,encodes,3,3,0,-0.9375
encodes,system,3,3,0,-0.918367
chunk,system,3,3,0,-0.967213
chunk,encodes,3,3,0,-0.777778
encodes,number,3,3,0,-0.95122
chunk,number,3,3,0,-0.924528
atomic,chunk,3,3,0,-0.942857
atomic,number,3,3,0,-0.931034
number,stimuli,3,3,0,-0.95122
atomic,stimuli,3,3,0,-0.826087
atomic,presented,3,3,0,-0.925926
presented,stimuli,3,3,0,-0.6
range,stimuli,3,3,0,-0.857143
presented,range,3,3,0,-0.777778
presented,quantifies,3,3,0,-0.8
quantifies,range,3,3,0,-0.571429
range,statistical,3,3,0,-0.822222
quantifies,statistical,3,3,0,-0.891892
quantifies,variation,3,3,0,-0.833333
statistical,variation,3,3,0,-0.854545
central,statistical,3,3,0,-0.956522
central,variation,3,3,0,-0.878788
tendency,variation,3,3,0,-0.833333
central,tendency,3,3,0,-0.733333
central,means,3,3,0,-0.968254
means,tendency,3,3,0,-0.925926
claim,tendency,3,3,0,-0.996702
means,universal,3,3,0,-0.934426
claim,universal,3,3,0,-0.995082
claim,constant,3,3,0,-0.995134
statistical,universal,3,3,0,-0.954545
constant,statistical,3,3,0,-0.894737
constant,descriptor,3,3,0,-0.923077
descriptor,statistical,3,3,0,-0.891892
necessary,statistical,3,3,0,-0.946429
descriptor,necessary,3,3,0,-0.950617
conditions,descriptor,3,3,0,-0.992352
conditions,necessary,3,3,0,-0.976589
applicability,necessary,3,3,0,-0.975309
applicability,conditions,3,3,0,-0.988528
conditions,items,3,3,0,-0.992523
applicability,items,3,3,0,-0.777778
applicability,simultaneously,3,3,0,-0.833333
items,simultaneously,3,3,0,-0.833333
items,maintained,3,3,0,-0.888889
maintained,simultaneously,3,3,0,-0.666667
active,simultaneously,3,3,0,-0.875
active,maintained,3,3,0,-0.6
accessible,maintained,3,3,0,-0.857143
accessible,active,3,3,0,-0.777778
active,state,3,3,0,-0.945946
accessible,state,3,3,0,-0.853659
accessible,distinguishes,3,3,0,-0.909091
distinguishes,state,3,3,0,-0.902439
state,working,3,3,0,-0.954023
distinguishes,working,3,3,0,-0.941176
distinguishes,memory,3,3,0,-0.951807
proper,working,3,3,0,-0.993443
memory,proper,3,3,0,-0.98125
long-term,proper,3,3,0,-0.984436
proper,storage,3,3,0,-0.985075
long-term,storage,3,3,0,-0.862069
baddeleys,long-term,3,3,0,-0.833333
baddeleys,storage,3,3,0,-0.826087
model,storage,3,3,0,-0.890909
baddeleys,model,3,3,0,-0.894737
baddeleys,subsequently,3,3,0,-0.8
model,subsequently,3,3,0,-0.904762
decomposed,model,3,3,0,-0.947368
decomposed,subsequently,3,3,0,-0.6
subsequently,working,3,3,0,-0.96875
decomposed,working,3,3,0,-0.933333
decomposed,memory,3,3,0,-0.946667
phonological,working,3,3,0,-0.913043
memory,phonological,3,3,0,-0.880952
loop,memory,3,3,0,-0.880952
phonological,visuospatial,3,3,0,-0.7
